timestamp,rr,sr,cnt,mrt,tc,cmdb_id,kpi_name,value
1614834000,100.0,100.0,89.0,137.37,ServiceTest2,,,
1614834000,100.0,100.0,68.0,38.72,ServiceTest1,,,
1614834000,100.0,100.0,86.0,114.79,ServiceTest8,,,
1614834000,100.0,100.0,40.0,740.45,ServiceTest9,,,
1614834000,100.0,100.0,88.0,109.93,ServiceTest11,,,
1614834000,100.0,100.0,34.0,820.32,ServiceTest3,,,
1614834000,100.0,100.0,103.0,86.08,ServiceTest10,,,
1614834000,100.0,100.0,40.0,405.4,ServiceTest6,,,
1614834000,100.0,100.0,78.0,95.18,ServiceTest5,,,
1614834000,100.0,100.0,33.0,1358.73,ServiceTest7,,,
1614834000,100.0,100.0,67.0,1691.43,ServiceTest4,,,
1614834060,100.0,100.0,101.0,81.77,ServiceTest5,,,
1614834060,100.0,100.0,82.0,3637.61,ServiceTest7,,,
1614834060,100.0,100.0,37.0,48.11,ServiceTest1,,,
1614834060,54.35,100.0,46.0,7193.0,ServiceTest4,,,
1614834060,100.0,100.0,106.0,191.29,ServiceTest8,,,
1614834060,100.0,100.0,80.0,83.54,ServiceTest10,,,
1614834060,100.0,100.0,96.0,116.56,ServiceTest2,,,
1614834060,100.0,100.0,17.0,2284.53,ServiceTest6,,,
1614834060,100.0,100.0,80.0,162.22,ServiceTest11,,,
1614834060,100.0,100.0,79.0,3311.41,ServiceTest9,,,
1614834060,100.0,100.0,36.0,3646.0,ServiceTest3,,,
1614834120,100.0,100.0,103.0,86.04,ServiceTest1,,,
1614834120,100.0,100.0,118.0,163.42,ServiceTest8,,,
1614834120,100.0,100.0,99.0,52.67,ServiceTest5,,,
1614834120,100.0,100.0,47.0,123.3,ServiceTest2,,,
1614834120,100.0,100.0,32.0,80.28,ServiceTest10,,,
1614834120,100.0,100.0,100.0,213.68,ServiceTest11,,,
1614834120,100.0,100.0,36.0,1935.44,ServiceTest9,,,
1614834120,100.0,100.0,72.0,2199.33,ServiceTest3,,,
1614834120,100.0,100.0,82.0,3043.26,ServiceTest7,,,
1614834120,75.86,100.0,58.0,6409.9,ServiceTest4,,,
1614834120,100.0,100.0,16.0,2404.5,ServiceTest6,,,
1614834180,100.0,100.0,58.0,94.5,ServiceTest1,,,
1614834180,100.0,100.0,132.0,124.93,ServiceTest8,,,
1614834180,100.0,100.0,52.0,57.5,ServiceTest5,,,
1614834180,100.0,100.0,88.0,89.77,ServiceTest10,,,
1614834180,100.0,100.0,64.0,2243.48,ServiceTest3,,,
1614834180,100.0,100.0,99.0,147.54,ServiceTest2,,,
1614834180,100.0,100.0,67.0,2858.46,ServiceTest7,,,
1614834180,100.0,100.0,46.0,219.22,ServiceTest11,,,
1614834180,67.65,100.0,34.0,7343.79,ServiceTest4,,,
1614834180,100.0,100.0,74.0,2357.5,ServiceTest9,,,
1614834180,100.0,100.0,22.0,2472.64,ServiceTest6,,,
1614834240,100.0,100.0,24.0,61.17,ServiceTest1,,,
1614834240,100.0,100.0,72.0,117.22,ServiceTest8,,,
1614834240,100.0,100.0,46.0,3225.5,ServiceTest6,,,
1614834240,100.0,100.0,48.0,96.08,ServiceTest11,,,
1614834240,100.0,100.0,61.0,75.84,ServiceTest10,,,
1614834240,100.0,100.0,70.0,118.66,ServiceTest2,,,
1614834240,98.88,100.0,89.0,3407.4,ServiceTest3,,,
1614834240,100.0,100.0,43.0,3287.7,ServiceTest9,,,
1614834240,100.0,100.0,79.0,4230.14,ServiceTest7,,,
1614834240,100.0,100.0,62.0,89.13,ServiceTest5,,,
1614834240,50.0,100.0,34.0,8013.47,ServiceTest4,,,
1614834300,100.0,100.0,78.0,84.96,ServiceTest10,,,
1614834300,100.0,100.0,83.0,86.01,ServiceTest8,,,
1614834300,100.0,100.0,41.0,179.98,ServiceTest11,,,
1614834300,100.0,100.0,88.0,33.68,ServiceTest5,,,
1614834300,100.0,100.0,90.0,123.98,ServiceTest2,,,
1614834300,100.0,100.0,68.0,2282.57,ServiceTest7,,,
1614834300,100.0,100.0,31.0,20.32,ServiceTest1,,,
1614834300,100.0,100.0,60.0,1758.8,ServiceTest3,,,
1614834300,100.0,100.0,37.0,1703.41,ServiceTest6,,,
1614834300,96.3,100.0,27.0,5091.63,ServiceTest4,,,
1614834300,100.0,100.0,58.0,1882.07,ServiceTest9,,,
1614834360,100.0,100.0,92.0,70.5,ServiceTest11,,,
1614834360,100.0,100.0,72.0,679.56,ServiceTest6,,,
1614834360,100.0,100.0,42.0,133.14,ServiceTest2,,,
1614834360,100.0,100.0,22.0,1560.5,ServiceTest4,,,
1614834360,100.0,100.0,73.0,1069.07,ServiceTest3,,,
1614834360,100.0,100.0,23.0,891.3,ServiceTest9,,,
1614834360,100.0,100.0,119.0,80.9,ServiceTest10,,,
1614834360,100.0,100.0,47.0,1435.68,ServiceTest7,,,
1614834360,100.0,100.0,91.0,42.25,ServiceTest5,,,
1614834360,100.0,100.0,41.0,104.78,ServiceTest8,,,
1614834360,100.0,100.0,78.0,119.44,ServiceTest1,,,
1614834420,100.0,100.0,55.0,212.89,ServiceTest11,,,
1614834420,100.0,100.0,136.0,1690.94,ServiceTest3,,,
1614834420,100.0,100.0,104.0,82.88,ServiceTest10,,,
1614834420,100.0,100.0,55.0,1327.82,ServiceTest6,,,
1614834420,100.0,100.0,75.0,127.89,ServiceTest2,,,
1614834420,100.0,100.0,100.0,100.0,ServiceTest1,,,
1614834420,100.0,100.0,37.0,40.05,ServiceTest5,,,
1614834420,100.0,100.0,36.0,138.72,ServiceTest8,,,
1614834420,100.0,100.0,42.0,2182.0,ServiceTest7,,,
1614834420,100.0,100.0,26.0,1728.62,ServiceTest9,,,
1614834420,92.86,100.0,42.0,4740.0,ServiceTest4,,,
1614834480,100.0,100.0,62.0,120.74,ServiceTest8,,,
1614834480,100.0,100.0,82.0,165.99,ServiceTest10,,,
1614834480,100.0,100.0,16.0,143.0,ServiceTest5,,,
1614834480,100.0,100.0,53.0,100.81,ServiceTest1,,,
1614834480,100.0,100.0,78.0,1003.32,ServiceTest6,,,
1614834480,100.0,100.0,32.0,177.28,ServiceTest2,,,
1614834480,100.0,100.0,91.0,102.46,ServiceTest11,,,
1614834480,100.0,100.0,80.0,1422.24,ServiceTest3,,,
1614834480,100.0,100.0,33.0,1041.73,ServiceTest9,,,
1614834480,100.0,100.0,59.0,2191.71,ServiceTest7,,,
1614834480,100.0,100.0,75.0,4226.16,ServiceTest4,,,
1614834540,100.0,100.0,75.0,73.24,ServiceTest10,,,
1614834540,100.0,100.0,12.0,102.5,ServiceTest5,,,
1614834540,100.0,100.0,100.0,1099.97,ServiceTest9,,,
1614834540,100.0,100.0,53.0,1245.02,ServiceTest3,,,
1614834540,100.0,100.0,71.0,110.54,ServiceTest8,,,
1614834540,100.0,100.0,41.0,1133.95,ServiceTest6,,,
1614834540,98.63,100.0,73.0,3247.64,ServiceTest4,,,
1614834540,100.0,100.0,96.0,105.25,ServiceTest11,,,
1614834540,100.0,100.0,40.0,111.12,ServiceTest1,,,
1614834540,100.0,100.0,37.0,55.57,ServiceTest2,,,
1614834540,100.0,100.0,29.0,1665.03,ServiceTest7,,,
1614834600,100.0,100.0,22.0,185.5,ServiceTest1,,,
1614834600,100.0,100.0,14.0,1326.14,ServiceTest3,,,
1614834600,100.0,100.0,117.0,88.92,ServiceTest10,,,
1614834600,100.0,100.0,97.0,137.49,ServiceTest8,,,
1614834600,100.0,100.0,47.0,111.94,ServiceTest11,,,
1614834600,100.0,100.0,30.0,113.4,ServiceTest5,,,
1614834600,100.0,100.0,73.0,1576.4,ServiceTest7,,,
1614834600,100.0,100.0,60.0,82.5,ServiceTest2,,,
1614834600,100.0,100.0,49.0,1123.29,ServiceTest9,,,
1614834600,100.0,100.0,43.0,1062.7,ServiceTest6,,,
1614834600,100.0,100.0,43.0,2805.98,ServiceTest4,,,
1614834660,100.0,100.0,89.0,423.63,ServiceTest6,,,
1614834660,100.0,100.0,77.0,76.75,ServiceTest1,,,
1614834660,100.0,100.0,44.0,678.09,ServiceTest9,,,
1614834660,100.0,100.0,89.0,91.47,ServiceTest8,,,
1614834660,100.0,100.0,54.0,54.19,ServiceTest5,,,
1614834660,100.0,100.0,108.0,56.46,ServiceTest10,,,
1614834660,100.0,100.0,27.0,213.07,ServiceTest2,,,
1614834660,100.0,100.0,54.0,1506.85,ServiceTest4,,,
1614834660,100.0,100.0,35.0,1146.26,ServiceTest7,,,
1614834660,100.0,100.0,64.0,208.5,ServiceTest11,,,
1614834660,100.0,100.0,14.0,670.71,ServiceTest3,,,
1614834720,100.0,100.0,44.0,129.5,ServiceTest8,,,
1614834720,100.0,100.0,68.0,89.65,ServiceTest11,,,
1614834720,100.0,100.0,80.0,93.0,ServiceTest1,,,
1614834720,100.0,100.0,43.0,1118.14,ServiceTest3,,,
1614834720,100.0,100.0,25.0,1083.0,ServiceTest9,,,
1614834720,100.0,100.0,54.0,44.48,ServiceTest10,,,
1614834720,100.0,100.0,77.0,116.04,ServiceTest2,,,
1614834720,100.0,100.0,65.0,1765.4,ServiceTest7,,,
1614834720,100.0,100.0,36.0,730.64,ServiceTest6,,,
1614834720,100.0,100.0,46.0,18.63,ServiceTest5,,,
1614834720,100.0,100.0,32.0,1917.47,ServiceTest4,,,
1614834780,100.0,100.0,40.0,43.35,ServiceTest10,,,
1614834780,100.0,100.0,64.0,150.75,ServiceTest11,,,
1614834780,100.0,100.0,70.0,58.5,ServiceTest5,,,
1614834780,100.0,100.0,44.0,116.0,ServiceTest2,,,
1614834780,100.0,100.0,52.0,1876.96,ServiceTest7,,,
1614834780,100.0,100.0,77.0,111.0,ServiceTest1,,,
1614834780,100.0,100.0,30.0,167.0,ServiceTest8,,,
1614834780,100.0,100.0,56.0,741.25,ServiceTest6,,,
1614834780,100.0,100.0,65.0,2490.62,ServiceTest4,,,
1614834780,100.0,100.0,44.0,1284.3,ServiceTest3,,,
1614834780,100.0,100.0,58.0,1217.69,ServiceTest9,,,
1614834840,100.0,100.0,75.0,1943.68,ServiceTest9,,,
1614834840,100.0,100.0,51.0,2627.51,ServiceTest7,,,
1614834840,100.0,100.0,17.0,36.71,ServiceTest2,,,
1614834840,100.0,100.0,62.0,46.23,ServiceTest5,,,
1614834840,100.0,100.0,37.0,147.78,ServiceTest11,,,
1614834840,100.0,100.0,91.0,52.26,ServiceTest10,,,
1614834840,100.0,100.0,121.0,79.4,ServiceTest1,,,
1614834840,100.0,100.0,39.0,155.79,ServiceTest8,,,
1614834840,100.0,100.0,43.0,1866.07,ServiceTest6,,,
1614834840,88.46,100.0,52.0,5187.62,ServiceTest4,,,
1614834840,100.0,100.0,73.0,2269.53,ServiceTest3,,,
1614834900,100.0,100.0,67.0,92.16,ServiceTest5,,,
1614834900,100.0,100.0,35.0,59.14,ServiceTest10,,,
1614834900,100.0,100.0,60.0,26.77,ServiceTest1,,,
1614834900,100.0,100.0,73.0,103.19,ServiceTest8,,,
1614834900,100.0,100.0,40.0,92.53,ServiceTest11,,,
1614834900,100.0,100.0,75.0,4789.12,ServiceTest7,,,
1614834900,100.0,100.0,92.0,4553.5,ServiceTest3,,,
1614834900,100.0,100.0,71.0,4261.17,ServiceTest6,,,
1614834900,100.0,100.0,35.0,4716.0,ServiceTest9,,,
1614834900,100.0,100.0,15.0,137.0,ServiceTest2,,,
1614834900,43.33,100.0,30.0,8470.77,ServiceTest4,,,
1614834960,100.0,100.0,41.0,1640.78,ServiceTest7,,,
1614834960,100.0,100.0,45.0,64.98,ServiceTest1,,,
1614834960,100.0,100.0,47.0,1025.0,ServiceTest3,,,
1614834960,100.0,100.0,42.0,210.0,ServiceTest2,,,
1614834960,100.0,100.0,68.0,101.65,ServiceTest10,,,
1614834960,98.48,100.0,66.0,2704.24,ServiceTest4,,,
1614834960,100.0,100.0,93.0,130.86,ServiceTest11,,,
1614834960,100.0,100.0,56.0,58.43,ServiceTest5,,,
1614834960,100.0,100.0,78.0,807.23,ServiceTest6,,,
1614834960,100.0,100.0,78.0,195.0,ServiceTest8,,,
1614834960,100.0,100.0,53.0,934.08,ServiceTest9,,,
1614835020,100.0,100.0,80.0,55.56,ServiceTest10,,,
1614835020,100.0,100.0,26.0,2478.38,ServiceTest6,,,
1614835020,100.0,100.0,79.0,108.34,ServiceTest8,,,
1614835020,100.0,100.0,72.0,3015.5,ServiceTest9,,,
1614835020,100.0,100.0,71.0,3236.85,ServiceTest3,,,
1614835020,100.0,100.0,28.0,54.43,ServiceTest5,,,
1614835020,100.0,100.0,62.0,3632.08,ServiceTest7,,,
1614835020,100.0,100.0,22.0,37.5,ServiceTest11,,,
1614835020,100.0,100.0,44.0,80.3,ServiceTest1,,,
1614835020,67.31,100.0,52.0,6856.77,ServiceTest4,,,
1614835020,100.0,100.0,51.0,117.12,ServiceTest2,,,
1614835080,100.0,100.0,52.0,89.31,ServiceTest8,,,
1614835080,100.0,100.0,42.0,80.57,ServiceTest2,,,
1614835080,100.0,100.0,54.0,22.22,ServiceTest1,,,
1614835080,100.0,100.0,82.0,84.9,ServiceTest10,,,
1614835080,100.0,100.0,92.0,1607.09,ServiceTest9,,,
1614835080,100.0,100.0,51.0,1284.24,ServiceTest6,,,
1614835080,100.0,100.0,86.0,71.56,ServiceTest5,,,
1614835080,100.0,100.0,104.0,1742.64,ServiceTest3,,,
1614835080,100.0,100.0,23.0,93.09,ServiceTest11,,,
1614835080,100.0,100.0,20.0,2145.0,ServiceTest7,,,
1614835080,95.45,100.0,44.0,5216.0,ServiceTest4,,,
1614835140,100.0,100.0,56.0,125.14,ServiceTest8,,,
1614835140,100.0,100.0,76.0,134.53,ServiceTest11,,,
1614835140,100.0,100.0,68.0,59.19,ServiceTest5,,,
1614835140,100.0,100.0,88.0,1283.61,ServiceTest9,,,
1614835140,100.0,100.0,30.0,75.13,ServiceTest2,,,
1614835140,100.0,100.0,67.0,1105.7,ServiceTest3,,,
1614835140,100.0,100.0,19.0,1482.95,ServiceTest7,,,
1614835140,100.0,100.0,51.0,38.33,ServiceTest10,,,
1614835140,100.0,100.0,42.0,1906.71,ServiceTest4,,,
1614835140,100.0,100.0,80.0,800.24,ServiceTest6,,,
1614835140,100.0,100.0,78.0,53.5,ServiceTest1,,,
1614835200,100.0,100.0,122.0,68.69,ServiceTest10,,,
1614835200,100.0,100.0,139.0,77.0,ServiceTest5,,,
1614835200,100.0,100.0,40.0,721.5,ServiceTest3,,,
1614835200,100.0,100.0,161.0,567.27,ServiceTest6,,,
1614835200,100.0,100.0,32.0,882.34,ServiceTest9,,,
1614835200,100.0,100.0,112.0,40.96,ServiceTest1,,,
1614835200,100.0,100.0,22.0,159.0,ServiceTest2,,,
1614835200,100.0,100.0,46.0,94.91,ServiceTest11,,,
1614835200,100.0,100.0,43.0,1330.98,ServiceTest7,,,
1614835200,100.0,100.0,64.0,2068.47,ServiceTest4,,,
1614835200,100.0,100.0,17.0,216.35,ServiceTest8,,,
1614835260,100.0,100.0,89.0,161.7,ServiceTest2,,,
1614835260,100.0,100.0,59.0,69.02,ServiceTest10,,,
1614835260,100.0,100.0,103.0,569.78,ServiceTest6,,,
1614835260,100.0,100.0,32.0,658.0,ServiceTest3,,,
1614835260,100.0,100.0,50.0,133.56,ServiceTest8,,,
1614835260,100.0,100.0,93.0,67.87,ServiceTest5,,,
1614835260,100.0,100.0,32.0,87.0,ServiceTest1,,,
1614835260,100.0,100.0,73.0,1783.79,ServiceTest4,,,
1614835260,100.0,100.0,99.0,973.45,ServiceTest9,,,
1614835260,100.0,100.0,13.0,1173.85,ServiceTest7,,,
1614835260,100.0,100.0,51.0,142.29,ServiceTest11,,,
1614835320,100.0,100.0,59.0,1613.81,ServiceTest6,,,
1614835320,94.59,100.0,74.0,5612.41,ServiceTest4,,,
1614835320,100.0,100.0,24.0,77.5,ServiceTest10,,,
1614835320,100.0,100.0,11.0,123.91,ServiceTest11,,,
1614835320,100.0,100.0,70.0,148.17,ServiceTest8,,,
1614835320,100.0,100.0,59.0,155.22,ServiceTest2,,,
1614835320,100.0,100.0,56.0,1721.46,ServiceTest3,,,
1614835320,100.0,100.0,132.0,1904.0,ServiceTest9,,,
1614835320,100.0,100.0,32.0,19.0,ServiceTest5,,,
1614835320,100.0,100.0,26.0,2404.92,ServiceTest7,,,
1614835320,100.0,100.0,50.0,73.28,ServiceTest1,,,
1614835380,100.0,100.0,67.0,143.99,ServiceTest2,,,
1614835380,100.0,100.0,74.0,1586.34,ServiceTest3,,,
1614835380,100.0,100.0,72.0,99.75,ServiceTest10,,,
1614835380,100.0,100.0,71.0,1605.7,ServiceTest9,,,
1614835380,100.0,100.0,23.0,128.96,ServiceTest11,,,
1614835380,100.0,100.0,49.0,80.0,ServiceTest1,,,
1614835380,100.0,100.0,117.0,192.34,ServiceTest8,,,
1614835380,100.0,100.0,28.0,18.0,ServiceTest5,,,
1614835380,100.0,100.0,21.0,1718.24,ServiceTest6,,,
1614835380,100.0,100.0,39.0,2674.08,ServiceTest7,,,
1614835380,94.23,100.0,104.0,3925.91,ServiceTest4,,,
1614835440,100.0,100.0,84.0,962.1,ServiceTest6,,,
1614835440,100.0,100.0,84.0,216.48,ServiceTest2,,,
1614835440,100.0,100.0,67.0,1121.55,ServiceTest9,,,
1614835440,100.0,100.0,43.0,101.79,ServiceTest1,,,
1614835440,100.0,100.0,41.0,91.88,ServiceTest5,,,
1614835440,100.0,100.0,69.0,953.42,ServiceTest3,,,
1614835440,100.0,100.0,96.0,178.38,ServiceTest8,,,
1614835440,100.0,100.0,25.0,2063.8,ServiceTest7,,,
1614835440,100.0,100.0,97.0,106.7,ServiceTest10,,,
1614835440,100.0,100.0,48.0,148.69,ServiceTest11,,,
1614835440,100.0,100.0,110.0,2899.05,ServiceTest4,,,
1614835500,100.0,100.0,96.0,81.28,ServiceTest10,,,
1614835500,100.0,100.0,95.0,1202.42,ServiceTest9,,,
1614835500,100.0,100.0,64.0,125.81,ServiceTest2,,,
1614835500,100.0,100.0,18.0,75.0,ServiceTest5,,,
1614835500,100.0,100.0,92.0,154.38,ServiceTest1,,,
1614835500,100.0,100.0,91.0,762.95,ServiceTest6,,,
1614835500,100.0,100.0,32.0,1682.41,ServiceTest7,,,
1614835500,100.0,100.0,32.0,1152.12,ServiceTest3,,,
1614835500,100.0,100.0,89.0,118.47,ServiceTest8,,,
1614835500,100.0,100.0,31.0,136.06,ServiceTest11,,,
1614835500,100.0,100.0,85.0,3503.11,ServiceTest4,,,
1614835560,100.0,100.0,47.0,67.32,ServiceTest1,,,
1614835560,100.0,100.0,51.0,224.94,ServiceTest8,,,
1614835560,100.0,100.0,72.0,1372.29,ServiceTest9,,,
1614835560,100.0,100.0,100.0,77.88,ServiceTest10,,,
1614835560,100.0,100.0,54.0,1563.78,ServiceTest3,,,
1614835560,100.0,100.0,24.0,89.42,ServiceTest5,,,
1614835560,100.0,100.0,70.0,200.86,ServiceTest11,,,
1614835560,100.0,100.0,39.0,1995.28,ServiceTest7,,,
1614835560,100.0,100.0,82.0,125.28,ServiceTest2,,,
1614835560,100.0,100.0,69.0,1183.57,ServiceTest6,,,
1614835560,100.0,100.0,43.0,3175.58,ServiceTest4,,,
1614835620,100.0,100.0,15.0,85.67,ServiceTest5,,,
1614835620,100.0,100.0,94.0,117.94,ServiceTest8,,,
1614835620,100.0,100.0,77.0,158.03,ServiceTest2,,,
1614835620,100.0,100.0,52.0,2662.62,ServiceTest4,,,
1614835620,100.0,100.0,54.0,96.93,ServiceTest1,,,
1614835620,100.0,100.0,106.0,870.68,ServiceTest6,,,
1614835620,100.0,100.0,56.0,1105.5,ServiceTest3,,,
1614835620,100.0,100.0,61.0,126.38,ServiceTest11,,,
1614835620,100.0,100.0,96.0,30.29,ServiceTest10,,,
1614835620,100.0,100.0,38.0,1034.37,ServiceTest9,,,
1614835620,100.0,100.0,42.0,1740.43,ServiceTest7,,,
1614835680,100.0,100.0,59.0,112.15,ServiceTest11,,,
1614835680,100.0,100.0,50.0,37.1,ServiceTest10,,,
1614835680,100.0,100.0,60.0,90.67,ServiceTest2,,,
1614835680,100.0,100.0,45.0,813.0,ServiceTest3,,,
1614835680,100.0,100.0,79.0,63.03,ServiceTest1,,,
1614835680,100.0,100.0,22.0,1074.18,ServiceTest7,,,
1614835680,100.0,100.0,38.0,20.53,ServiceTest5,,,
1614835680,100.0,100.0,83.0,120.58,ServiceTest8,,,
1614835680,100.0,100.0,90.0,326.47,ServiceTest6,,,
1614835680,100.0,100.0,48.0,888.83,ServiceTest9,,,
1614835680,100.0,100.0,19.0,1302.11,ServiceTest4,,,
1614835740,100.0,100.0,26.0,49.0,ServiceTest8,,,
1614835740,100.0,100.0,80.0,71.2,ServiceTest1,,,
1614835740,100.0,100.0,80.0,57.95,ServiceTest10,,,
1614835740,100.0,100.0,28.0,1641.29,ServiceTest9,,,
1614835740,100.0,100.0,96.0,1564.69,ServiceTest3,,,
1614835740,100.0,100.0,123.0,1172.44,ServiceTest6,,,
1614835740,100.0,100.0,26.0,121.0,ServiceTest2,,,
1614835740,100.0,100.0,21.0,91.05,ServiceTest11,,,
1614835740,100.0,100.0,26.0,97.08,ServiceTest5,,,
1614835740,100.0,100.0,15.0,2319.0,ServiceTest4,,,
1614835740,100.0,100.0,52.0,1875.42,ServiceTest7,,,
1614835800,100.0,100.0,53.0,85.66,ServiceTest10,,,
1614835800,100.0,100.0,118.0,92.29,ServiceTest1,,,
1614835800,100.0,100.0,54.0,188.7,ServiceTest2,,,
1614835800,100.0,100.0,55.0,2162.45,ServiceTest4,,,
1614835800,100.0,100.0,21.0,105.48,ServiceTest11,,,
1614835800,100.0,100.0,59.0,1574.31,ServiceTest7,,,
1614835800,100.0,100.0,65.0,819.38,ServiceTest6,,,
1614835800,100.0,100.0,40.0,1045.2,ServiceTest3,,,
1614835800,100.0,100.0,43.0,118.84,ServiceTest8,,,
1614835800,100.0,100.0,77.0,92.69,ServiceTest5,,,
1614835800,100.0,100.0,29.0,936.41,ServiceTest9,,,
1614835860,100.0,100.0,63.0,92.67,ServiceTest5,,,
1614835860,100.0,100.0,142.0,86.07,ServiceTest10,,,
1614835860,100.0,100.0,67.0,106.69,ServiceTest1,,,
1614835860,100.0,100.0,81.0,2904.67,ServiceTest4,,,
1614835860,100.0,100.0,105.0,117.19,ServiceTest8,,,
1614835860,100.0,100.0,18.0,161.44,ServiceTest2,,,
1614835860,100.0,100.0,34.0,1157.41,ServiceTest6,,,
1614835860,100.0,100.0,62.0,213.71,ServiceTest11,,,
1614835860,100.0,100.0,19.0,1322.32,ServiceTest3,,,
1614835860,100.0,100.0,100.0,1087.48,ServiceTest9,,,
1614835860,100.0,100.0,32.0,1852.06,ServiceTest7,,,
1614835920,100.0,100.0,47.0,43.6,ServiceTest10,,,
1614835920,100.0,100.0,55.0,103.85,ServiceTest8,,,
1614835920,100.0,100.0,45.0,136.53,ServiceTest1,,,
1614835920,100.0,100.0,31.0,249.03,ServiceTest2,,,
1614835920,100.0,100.0,29.0,1501.31,ServiceTest9,,,
1614835920,100.0,100.0,73.0,178.38,ServiceTest11,,,
1614835920,100.0,100.0,57.0,1683.95,ServiceTest3,,,
1614835920,100.0,100.0,66.0,1948.55,ServiceTest7,,,
1614835920,100.0,100.0,76.0,1275.26,ServiceTest6,,,
1614835920,100.0,100.0,99.0,97.11,ServiceTest5,,,
1614835920,94.52,100.0,73.0,2792.99,ServiceTest4,,,
1614835980,100.0,100.0,132.0,116.14,ServiceTest8,,,
1614835980,100.0,100.0,91.0,49.03,ServiceTest10,,,
1614835980,100.0,100.0,27.0,114.93,ServiceTest5,,,
1614835980,100.0,100.0,31.0,117.9,ServiceTest1,,,
1614835980,100.0,100.0,59.0,152.59,ServiceTest2,,,
1614835980,100.0,100.0,25.0,2811.56,ServiceTest6,,,
